NCO_2015_Code,Occupation_Title,NCO_2004_Code
3135.3001,"Heating Plant 
Superintendent",3132.05
3115.1100,"3115.40 
Heavy Duty End 
Mill Operator",7223.14
8332.9900,"8324.90 
Heel Attacher, 
Hand (Footwear)",7536.16
8156.0400,"8266.16 
Heel Compressor,",8156.19
8156.2400,"8266.65 
Heeler, 
Machine/Heel 
Attacher",8156.18
9313.0401,Helper Electrician,9313.05
9313.0601,Helper Mason,9313.03
9313.0701,"Helpers and 
Cleaners in 
Offices, Hotels and 
Other 
Establishments, 
Other",9112.99
6121.0400,"6121.25 
Hide and Skin 
Setter, 
Machine/Setting 
Machine Operator",8155.04
8155.0601,"8265.35 
Hide Splitter, 
Machine/Splitting",8155.05
2633.0100,"2443.10 
Histotechnician",3212.05
8343.1200,"8333.35 
Home Delivery 
Manager",1221.03
5243.0300,"9113.30 
Home Economist",2631.03
5414.0200,"5169.20 
Home Health Aide",5322.01
5322.9900,"5133.90 
Honer/Honing 
Machine Operator",7224.06
3131.1000,"8161.72 
Horn Comb Maker 
(Hand)",7536.27
9332.0100,"9332.10 
Horticulturist",2132.02
3133.0800,"8159.52 
Hotel and 
Restaurant 
Keeper/Hotel and 
Restaurant Owner",5151.06
9621.1200,"9152.10 
Hotel Managers, 
Others",1411.99
4224.9900,House Agent,3334.02
5151.0300,"5121.30 
Housekeeper 
(Domestic)",5152.01
5151.0101,"5121.10 
Human Resource 
Manager",2424.03
6224.9900,"6159.90 
Husker, Machine 
(Food Grains)",8160.08
7111.0100,"7121.10 
Hydraulic Engineer",2142.05
8131.2700,"8153.40 
Hydrogenation 
Operator (Oil & 
Fats)/Oil and Fat 
Plant Operator",8131.66
2114.5500,"2114.55 
Hydrologist",2114.05
3132.0100,"8163.10 
Ice-Cream Maker",7513.05
3114.0801,ICT Technician,3114.08
2151.0400,"2143.40 
Impositor",7321.02
7521.0200,"7421.20 
Impression Taker",3119.05
3132.9900,Incinerator,3132.13
7412.0102,Inclusion Plotter,7313.12
4321.0302,"Incoming QC 
Technician",7543.07
2634.0700,"2445.70 
Industrial Engineer",2141.03
2144.1302,"Industrial Engineer 
Executive",2141.03
3139.9900,"8172.90 
Information and 
Communication 
Technology 
Services Manager, 
Other",1330.99
3512.9900,"3121.90 
Occupational 
Title 
NCO",2015
7422.9900,"Information 
Officer",2432.03
2356.9900,"3340.90 
Infrastructure 
Engineer",3513.03
7422.0204,"Injection Moulding 
Machine Operator 
(Plastic)",8142.05
8141.0713,"Inland and Coastal 
Water Fishery 
Workers, Other",6222.99
7313.2300,"7313.78 
Inlayer, Wood",7522.13
7543.0302,"Inner Layer and 
Pressing Operator",8212.25
3113.0801,"Inquiry Clerks, 
Other",4225.99
2619.0600,"2429.45 
Inspector, 
Assembly 
(Telephone 
Equipment 
Manufacturing)",7419.04
3351.0100,"3441.10 
Inspector, Excise",3352.01
3355.0100,"3450.10 
Inspectors and 
Supervisors, Other 
(Clerical)",3341.09
7422.2002,"Installation and 
Service Engineer",7422.10
3114.0902,"Occupational 
Title 
NCO",2015
7422.0100,"7244.10 
In-Store Promoter",5242.04
2141.0200,"2149.15 
Instrument Maker, 
Other",7311.14
2652.0500,"2453.50 
Instrumental 
Musician, String 
Instrument",2652.04
2652.0600,"2453.60 
Insulation 
Workers, Other",7124.99
7124.0300,"7134.30 
Insulator, 
Refrigeration and 
Air-Conditioning 
Equipment",7124.04
3321.0100,"3412.10 
Insurance 
Representatives, 
Other",3321.99
2611.1001,Interior Designer,3432.01
8141.0715,Interpreter,2643.03
4321.0102,"Inventory 
Manager",4321.01
4322.0101,"Issuing and Return 
In-Charge",9321.11
3512.0501,Jackman,8111.25
5151.0201,"5121.15 
Jewel 
Setter/Setter",7313.08
7313.1800,"7313.70 
Jewellery Polisher",7313.01
5223.0103,"Jewellery Retail 
Sales Associate 
(Basic)",5223.01
7313.9900,"7313.90 
Jig and Fixture 
Marker",7222.03
7222.0400,"7222.40 
Jiggerman (Cotton 
Textile)/Jigger 
Machine Operator",8154.10
3122.2800,"8268.10 
Jobber, Share 
Market",3311.02
3421.0200,"3475.30 
Joiner, Glass 
Bangles",7315.21
7115.0500,"7124.35 
Jointer Machine 
Operator",7523.12
2612.0200,"2422.20 
Judge, 
Subordinate Court",2612.05
2612.0100,"2422.10 
Judges and 
Magistrates, Other",2612.99
2659.1000,"3474.55 
Juice Clarification 
Supervisor",3122.70
8160.4800,"8276.77 
Juice Heater Man",8160.47
8160.4500,"8276.74 
Junior Data 
Associate",2521.02
7419.0200,"7249.20 
Junior Rubber 
Technician/Techni
cal Assistant",4322.02
2512.0205,Jute Technologist,2141.12
5249.0101,"Key Accounts Sales 
Manager",3322.06
7317.1200,"7424.55 
Khatedar, Salt 
Production",9329.01
8154.0200,"8264.50 
Kiln Loader, Brick 
and Tile",8181.18
8181.1600,"8131.72 
Kiln Man, Brick 
and Tile",8181.17
8181.1500,"8131.70 
Kiln Operator, 
Wood",7521.01
9412.0100,"9132.20 
Kitchen 
Porter/Steward",5120.05
8141.0716,"Knife Dresser, 
Mica",7542.06
7318.6600,"7432.74 
Knitter, 
Machine/Knitting 
Machine Operator",8152.09
8152.0300,"8262.10 
Knitting Machine 
Operator, 
Automatic",7318.04
2113.0622,Labeller,9321.02
3141.0200,"3211.20 
Occupational 
Title 
NCO",2015
3111.0300,"3111.30 
Laboratory 
Assistant, 
Chemical 
Engineering 
General",3116.03
2240.0100,"3221.10 
Laboratory 
Assistant, 
Engineering",3119.01
3116.0200,"3116.20 
Laboratory 
Assistant, 
Geological",3111.05
3116.0100,"3116.10 
Laboratory 
Assistant, 
Metallurgical",3117.03
3116.0500,"3116.50 
Laboratory 
Assistant, 
Pharmaceutical",3213.02
3111.0100,"3111.10 
Laboratory 
Assistant, Soil",3111.02
3141.0100,"3211.10 
Laboratory 
Attendant",8131.87
3240.0400,"3227.40 
Labour Welfare 
Officer",2635.01
9211.0200,"9201.20 
Labourer, Other",9312.01
9215.0100,"9202.10 
Lac Treater",6210.20
8152.1400,"8262.70 
Lacer, Hand",7318.51
3222.0300,"3232.30 
Laminating Press 
Operator (Plastic)",8142.02
7233.1900,"7233.55 
Lamp Shade 
Maker",7317.01
2643.0100,"2444.10 
Language Teacher, 
Middle School",2341.02
2643.0401,Lapper,7224.07
8121.0300,"8121.20 
Lascar Stager, Ship 
Building",7115.08
8350.0400,"8340.25 
Laser Sawing 
Machine Operator",8189.04
3122.6505,Laser Technician,3119.11
7536.0800,"7442.32 
Laster, 
Machine/Lasting 
Operator",8156.14
8141.1600,"8231.76 
Latex Worker",8141.15
7223.0701,Lattice Pegger,7318.52
9121.9900,"9133.90 
Laundry Workers 
(Marker, Sorter)",9121.02
2611.9900,"2421.90 
Layerman",7532.09
2144.1301,"Lead Brush Maker 
(Abrasive Wheel)",8114.06
7212.0600,"7212.60 
Leaf Maker, Gold 
and Silver",7313.06
8155.0801,"8265.45 
Leather Cutter, 
Hand",7536.20
8156.0800,"8266.23 
Leather Cutters, 
Lasters and 
Sewers and 
Related Machine 
Operators, Other",8159.99
8155.0900,"8265.50 
Leather Measuring 
Machine 
Man/Measuring 
Machine Operator",8155.12
2141.2100,"2149.65 
Leather, Currier",7535.13
2151.0403,"LED Light Design 
Validation 
Engineer",2151.04
3113.1002,"LED Luminaries 
Testing and 
Measurement",3113.10
4311.0300,"4121.40 
Legal and Related 
Associate 
Professionals, 
Other",3411.99
3411.0100,"3432.10 
Legal Associate",2611.10
2619.9900,"2429.90 
Legal 
Remembrancer",2611.04
1111.9900,"1119.90 
Lens Centerer and 
Edger (Optical 
Glass)",7315.15
7315.1200,"7322.30 
Occupational 
Title 
NCO",2015
7315.1400,"7322.34 
Letter Box Peon 
(Post Man)",9621.06
8122.8100,"8223.81 
Librarian",2622.01
2622.0200,"2432.20 
Librarians and 
Related 
Information 
Professionals, 
Other",2622.99
4411.0100,"4141.10 
Library Clerks, 
Other",4411.99
3141.9900,Lifeguard,3423.05
8344.0100,"8334.10 
Lift Truck 
Operator, Other",8344.99
8343.1800,"8333.70 
Light Keeper, Light 
House",3521.21
8322.0501,Lighting Artist,2654.09
8160.4600,"8276.75 
Lime Pitman, 
Leather",7535.03
2153.0400,"2144.40 
Line Inspector, 
Telephone",3522.02
3122.6000,"7248.50 
Lineman, Light and 
Power",7413.01
7422.0400,"7244.40 
Linen Keeper",5151.05
7322.0200,"7341.35 
Linoleum Maker",8132.10
8171.0600,"8142.35 
Occupational 
Title 
NCO",2015
7515.0200,"7415.20 
Lithographic Artist",7321.08
3118.0700,"3118.70 
Live Action 
Director",2654.03
6121.0300,"6121.20 
Livestock 
Workers/Other 
Livestock Workers",6121.05
3131.1100,"8161.80 
Loader and 
Unloader",9333.01
9333.0202,"Loader/Loading 
and Unloading 
Operator",9333.01
3312.0101,Locksmith,7222.07
7233.2500,"7233.65 
Loco Driver, Mines",8311.01
8311.0601,"Loftsman, Ship 
Building",7115.06
6210.1600,"6141.85 
Log Feller",6210.10
8121.5200,"8124.15 
Looperman, 
Hosiery",8152.10
8131.7500,"8159.72 
Machine Feeder 
and Off-Bearer",7213.06
3113.0401,"Machine 
Operator, Paper",8171.12
7223.0501,"Machine Shop 
Supervisor",7223.05
7322.1900,"8251.30 
Machineman, 
Direct Lithographic 
Printing",7322.22
7322.1800,"8251.20 
Machineman, 
Offset Printing",7322.21
3139.0400,"8143.25 
Machineman, 
Paper, Wet End",3139.03
7322.2000,"8251.40 
Machineman, 
Sheet Glass",8181.02
7233.9900,"7233.90 
Machining 
Assistant or Helper",9321.14
7223.5001,Machinist,7233.01
2659.0900,"3474.50 
Magistrate",2612.06
2612.0700,"2422.65 
Magmaman",8160.41
9621.0700,"9151.65 
Mail Carriers and 
Sorting Clerks, 
Other",4412.99
4412.0100,"4142.40 
Main Header 
Colliery",8111.11
7412.0801,"Maintenance 
Executive",3113.05
7233.0101,"Maintenance 
Mechanic",7422.02
3115.0103,"Occupational 
Title 
NCO",2015
3113.0102,Maize Cultivator,6111.03
7314.0500,"7321.30 
Maker-Up, Photo 
Type Setting",7322.06
5142.0400,"5141.50 
Malariologist, 
Medical",2212.18
8160.6900,"8278.12 
Malt Vinegar 
Maker",8160.73
2146.0501,"Manager 
Maintenance 
Mechanical & 
Electrical",3115.05
1223.0102,"Manager Stores 
Operation",4321.04
1324.0101,"Manager Testing 
Facility",1223.01
1324.0103,"Manager, 
Advertising and 
Promotion",1222.01
1311.1000,"1221.24 
Manager, 
Agricultural Farm",1311.07
1213.0100,"1239.10 
Occupational 
Title 
NCO",2015
1213.0200,"1239.20 
Manager, Bank",1346.01
1330.0100,"1226.40 
Manager, 
Construction/Man
ager Construction 
Projects",1323.01
1311.1400,"1221.50 
Manager, 
Electricity",1321.01
1420.0300,"1224.30 
Manager, 
Fashion/Fashion 
Manager",1222.02
1412.0100,"1225.20 
Manager, Flight 
Operation",1324.08
1321.0500,"1222.65 
Manager, Gas",1321.03
1311.1200,"1221.30 
Manager, Import 
and Export",1219.01
1346.0200,"1227.20 
Manager, Land 
Survey",1323.02
1311.1300,"1221.40 
Manager, Lodging 
and Catering 
Services/Resident 
Manager",1411.01
1321.0600,"1222.70 
Manager, Material 
Control/Manager 
Materials",1324.01
1322.0100,"1222.10 
Manager, Nursery",1311.09
1311.1100,"1221.26 
Manager, 
Plantation",1311.08
1311.1500,"1221.60 
Occupational 
Title 
NCO",2015
2144.0105,"Manager, Quarry",1322.02
2654.0500,"1229.10 
Manager, Retail 
Trade",1420.02
1324.1200,"1226.50 
Manager, Traffic",1324.05
1324.0200,"1226.10 
Manager, Water 
Supply",1321.04
1322.0300,"1222.30 
Manager, 
Wholesale Trade",1420.01
1213.9900,"1239.90 
Managing 
Directors and 
Chief Executives, 
Others",1120.99
6111.1001,Manicurist,5142.02
2424.0100,"2412.10 
Manual Blocker",7313.13
7313.1301,"Manual Insertion 
Operation",8212.16
8212.1807,"Manual Training 
Teacher/Craft 
Instructor",2356.01
1321.9900,"1302.90 
Manufacturing 
Supervisors, Other",3122.99
7323.0200,"7345.20 
Marine Biologist",2131.02
6210.1200,"6141.65 
Marker, Metal",7222.01
3422.0500,"3475.70 
Market Research 
Analyst",2431.01
2431.0501,"Marketing and 
Social Media 
Manager",3322.17
3322.1701,Masher,8160.70
8212.1805,Masseur,2264.04
3115.0601,"Master Cutter 
(Garment)",7532.06
2356.0301,"Masticator, 
Rubber",8131.60
8152.0500,"8262.25 
Mat Weaver, 
Bamboo",7317.08
7317.0900,"7424.40 
Material Co-
Ordination 
Manager",1324.01
2111.1100,"2119.20 
Mathematician",2120.01
2120.9900,"2122.90 
Matron, 
Housekeeping",5151.04
7534.0500,"7437.45 
Mazdoor/Helper",9311.01
7543.0301,Mechanic Aircraft,7232.05
7232.0600,"7232.60 
Mechanic Aircraft, 
Propeller",7232.02
7231.0401,"Mechanic 
Precision 
Instrument, 
General",7311.01
7311.0400,"7311.30 
Mechanic, 
Atomizer and Fuel 
Pump (Diesel)",7311.06
7231.0100,"7231.10 
Mechanic, Dairy 
Maintenance",7233.14
3214.0100,"7311.80 
Mechanic, Diesel 
Engine",7233.04
7233.0600,"7233.26 
Mechanic, 
Maintenance, 
Chemical 
Plant/Technician, 
Maintenance, 
Chemical Plant",7233.11
7233.1500,"7233.44 
Mechanic, Motor 
Cycle",7231.05
7311.0800,"7311.60 
Mechanic, Petrol 
Engine",7233.03
7412.0100,"7241.10 
Mechanic, Printing 
Machinery",7233.17
7233.1300,"7233.40 
Mechanic, 
Refrigeration and 
Air-Conditioning",7127.01
7233.2000,"7233.58 
Occupational 
Title 
NCO",2015
7233.0800,"7233.30 
Mechanic, Sewing 
Machine",7233.18
7233.1000,"7233.34 
Mechanic, Textile 
Machinery",7233.16
7233.0900,"7233.32 
Mechanical 
Assembly 
Operator",8212.15
2144.0900,"2145.45 
Mechanical 
Engineer, Air-
Conditioning",2144.12
2144.0700,"2145.40 
Mechanical 
Engineer, General",2144.01
2144.0600,"2145.35 
Mechanical 
Engineer, Marine",2144.10
2144.0401,"2145.25 
Mechanical 
Engineer, 
Structural",2144.05
3115.0101,"3115.10 
Mechanical 
Engineering 
Technicians, Other",3115.99
2144.9900,"2145.90 
Mechanical Fitter",7412.02
7412.1001,"Mechanical Sub-
Assembly 
Technician",8211.01
2513.0301,"Occupational 
Title 
NCO",2015
3214.9900,"Medical and 
Health 
Technicians, Other",2269.07
3256.9900,"3221.90 
Medical 
Equipment 
Technician",3211.05
3211.9900,"3133.90 
Medical 
Laboratory 
Technician",3212.07
3252.0101,"Medical 
Representative",2433.02
2635.0400,"2446.40 
Medical 
Transcriptionist",3512.07
2612.0900,"2422.72 
Member, 
Consumer 
Redressal Forum",2612.13
3323.0101,"Merry-Go-Round 
Operator",3435.04
9621.9900,"9151.90 
Metal Bluer",7224.11
8121.5800,"8124.90 
Metal Finishing, 
Plating and 
Coating Machine 
Operators, Other",8122.99
7211.9900,"7211.90 
Metal Processing 
Plant Operators, 
Other",8121.99
3135.9900,"8121.90 
Metal Setter",7313.08
7221.0800,"7221.80 
Metal Sprayer",7132.03
8122.5500,"8223.55 
Metal Stamper",7223.30
7224.9900,"7224.90 
Metal Working 
Machine Tool 
Setters and 
Operators, Others",7223.99
2146.0500,"2147.40 
Metallurgists, 
Adaptive",2146.06
2112.0100,"2112.10 
Meteorologists, 
Other",2112.99
9623.0300,"9153.20 
Meter Sealer, 
Electrical",7411.05
3115.0401,Methods Engineer,2141.06
3119.0700,"3119.50 
Metrologist",2111.10
3142.0101,"Microstat 
Cameraman",7321.13
2153.0300,"2144.30 
Middle School 
Teacher",2341.01
3222.0100,"3232.10 
Midwifery 
Associate 
Professionals,",3222.99
3222.0200,"3232.20 
Milker",6121.07
6121.0800,"6121.45 
Milkman",5212.01
8154.1900,"8264.79 
Miller, Food 
Grains",8160.07
7223.1201,"8211.30 
Millwright",7233.12
2659.0800,"3474.45 
Mine Cutting and 
Channelling 
Machine Operator",8111.14
8111.0800,"7111.25 
Miner, Coal 
Cutting Machine",8111.01
8111.0600,"7111.15 
Miner, Mica",8111.07
8112.9900,"8112.90 
Mineralogist",2114.06
8111.9900,"7111.90 
Mines, 
Quarrymen, 
Related Workers",9311.01
3117.9900,"3117.90 
Mining and 
Quarrying 
Labourers, Other",9311.99
2146.0100,"2147.10 
Mining Engineer, 
Metal",2146.03
2146.0200,"2147.20 
Mining Engineer, 
Petroleum and 
Gas",2146.04
2146.9900,"2147.90 
Occupational 
Title 
NCO",2015
1322.9900,"1222.90 
Mirror Silverer",7316.11
6129.0200,"6124 
Mixed Crop and 
Animal Workers, 
Other",6130.99
6114.9900,"6114.90 
Mixer, 
Rubber/Mill 
Operator",8131.62
3135.0500,"8121.30 
Mixing Machine 
Attendant",7512.02
8181.2300,"8139.20 
Mixing 
Machineman 
Attendant 
(Chemical)",8131.04
8160.0400,"8272.20 
Mobile Crane 
Operator",8343.05
8342.2101,Model,5241.02
5241.0100,"5210.10 
Modeller",2144.08
2166.0202,"Modeller (Except 
Stone)",2651.02
8181.1100,"8131.40 
Module Assembly 
Technician",8212.23
8212.2301,Moneylender,4213.01
3341.0500,"4142.25 
Mono Caster",7322.04
7322.0300,"7341.40 
Mortiser Operator",7523.10
7122.0500,"7132.50 
Motor Vehicle 
Mechanics, Other",7231.99
8321.9900,"8321.90 
Mould Maker, 
Pottery and 
Porcelain",7314.01
8142.1300,"8232.65 
Moulder 
(Rubber)/Compres
sion Moulding 
Operator",8141.12
7211.0100,"7211.10 
Moulder, Hand 
(Ceramics)",7314.04
8142.1400,"8232.70 
Moulder, Machine",7211.02
8141.2200,"8231.86 
Moulder, Vertical 
Pipe",7211.03
7523.0900,"7423.45 
Moulding 
Operator",8142.05
7315.0600,"7322.20 
Mounter/Mountin
g Machine 
Operator/CNC",7321.10
3521.0200,"3131.15 
Mud Supervisor",3121.06
8113.0300,"8113.20 
Mukadam, Salt 
Production",9329.02
2166.0201,"2452.70 
Municipal Water 
and Sewage 
Assessor",9623.03
2612.0400,"2422.40 
Music Composer",2652.01
7312.0100,"7312.10 
Musical 
Instrument 
Makers and 
Tuners, Other",7312.99
7312.1800,"7312.65 
Musicians, Singers 
and Composers,",2652.99
3311.0202,Mycologist,2131.07
8156.0600,"8266.20 
Nailor, Fur",7531.16
2653.0200,"2454.20 
Naturopath",2269.01
3153.0800,"3143.70 
Neera Technician",6112.02
6224.1400,"6159.60 
Net Maker, Hand",7318.64
3114.1301,Neurologist,2212.01
2622.0500,"2432.40 
News Reporter",2642.01
5243.0100,"9113.10 
Noodle Press 
Operator",8160.20
3131.0800,"8161.65 
Numismatist",2633.04
3221.0100,"3231.10 
Nurse, Industrial",3221.02
2221.0100,"2230.10 
Nursery Workers 
and Gardeners, 
Other",6113.99
6113.0200,"6113.20 
Nursing Associate 
Professionals, 
Other",3221.99
3221.0300,"3231.30 
Nutritionist, 
General",2265.01
8350.0800,"8340.60 
Obstetrician",2212.11
2423.0500,"2412.75 
Occupational 
Health and Safety 
Specialist",2141.26
2264.0200,"3226.20 
Oceanographer",2114.08
3341.1000,"3431.30 
Office Boy/Peon",4419.05
3341.9900,"3439.90 
Official Assignee 
(High Court)",2619.07
7514.0200,"7414.20 
Oil Crusher 
Operator, Power",8160.12
7514.0100,"7414.10 
Oil Technologist",2145.10
3131.0700,"8161.60 
Operation 
Research Analyst",2120.05
7224.0402,"Operator, Call 
Centre",5244.01
3135.1900,"8122.28 
Operator, 
Impregnation 
Plant (Telephone 
Equipment 
Manufacturing)",7419.06
8212.1200,"8283.60 
Operator, Strip 
Mill (Non-Ferrous 
Metal)",3135.23
2212.0800,"2221.65 
Optical and 
Electronic 
Equipment 
Controllers, Other",3119.99
8131.7600,"8159.74 
Optical Fibre 
Splicer",7422.08
7422.0801,"Occupational 
Title 
NCO",2015
7315.1100,"7322.29 
Optician, Contact 
Lens",3254.02
3254.0100,"3224.10 
Optometrists and 
Opticians, Other",2267.99
2261.0200,"2225.20 
Orchestra 
Conductor",2652.02
2636.9900,"2462.90 
Order Processor",5223.01
5243.0200,"9113.20 
Organ Tuner",7312.10
2269.0600,"3229.50 
Orthodontist",2261.03
7311.1200,"7311.75 
Orthopaedist",2212.14
3435.9900,"3474.90 
Other Sales 
Supervisor",3322.14
7512.0300,"7412.20 
Overhead Crane 
Operator",8343.07
3121.0400,"8118.25 
Overseer, Civil 
Engineering",3112.01
3341.0200,"4142.10 
Pack Animal Driver",9332.04
2163.0100,"3471.80 
Packager and 
Despatcher",9321.01
2141.0400,"2149.77 
Packer, Hand",9321.01
8111.1800,"7111.65 
Padding 
Machineman/Pad
ding Mangle",8154.23
6111.0101,Paediatric Dentist,2261.06
2212.1300,"2221.80 
Painter, Brush",7132.05
7131.0100,"7141.10 
Painter, Fine Art",2651.04
7132.0100,"7142.10 
Painter, Glass",7132.07
7131.0300,"7141.25 
Painter, Mate",7132.09
7132.0400,"7142.30 
Painter, 
Spray/Painting 
Technician (Spray 
Painting)",7132.02
7131.0200,"7141.20 
Painter, Wood 
Work and 
Furniture",7132.06
3123.0600,"Painting 
Supervisor",3123.07
2114.0300,"2114.30 
Paleobotanist",2133.04
5161.0200,"5152.10 
Panchayat 
Secretary",4120.03
7512.0600,"7412.35 
Panman (Food 
Canning and 
Preserving)",8160.28
8160.3800,"8276.50 
Pantograph 
Machine Operator",8189.07
5120.0600,"5122.60 
Paper Board 
Maker",7522.21
8219.9900,"8286.90 
Paper 
Hanger/Wallpaper",7131.05
8143.9900,"8253.90 
Papier Mache 
Moulder",8143.05
3134.0600,"8155.60 
Paramedical 
Practitioners, 
Other",2240.99
2131.1100,"2211.70 
Parcher (Food 
Grain)",7514.05
7122.0600,"7132.60 
Parts Picker",9329.08
5112.0800,"5112.50 
Paste Maker",8131.18
8160.7500,"8278.30 
Pasteurising Plant 
Operator (Dairy)",8160.03
2212.1700,"2212.40 
Patrol, Irrigation",4419.03
3353.0200,"3443.20 
Pattern Maker 
(Footwear)",7536.04
7531.1300,"7434.20 
Pattern Marker, 
Metal Foundry",7222.08
7522.1000,"7422.38 
Patwari",4419.02
7112.0400,"7122.40 
Pawn Broker",4213.02
4213.9900,"4214.90 
PCB Assembly 
Operator",8212.27
8160.3100,"8275.70 
Pedicurist and 
Manicurist",5142.02
8160.6100,"8277.30 
Peeling Machine 
Operator",8172.08
8160.2200,"8275.10 
Occupational 
Title 
NCO",2015
7535.1700,"7441.46 
Pelt Dressers, 
Tanners and Fell 
Mongers, Other",7535.99
7535.2100,"7441.55 
Pelt Flesher",7535.19
7535.1800,"7441.48 
Pelt Plucker and 
Trimmer",7535.20
7535.2200,"7441.60 
Pencil Maker",8131.89
2632.0600,"2442.50 
Performance 
Tester",7543.08
7543.1006,Periodontist,2261.04
3112.0200,"3112.20 
Person Handling 
Explosives",7542.01
4120.0200,"4115.20 
Personal Security 
Officer",5414.01
1212.9900,"1232.90 
Personnel 
Manager",1212.01
3411.0300,"3432.30 
Petrol Pump 
Salesman/Fuel 
Serviceman/Fuel 
Dispensing 
Attendant",5245.01
3117.0200,"3117.20 
Petroleum 
Refining Workers, 
Other",3134.99
2114.0200,"2114.20 
Pharmaceutical 
Assistants, Other",3213.99
3213.0100,"3228.10 
Pharmacologist",2212.15
3213.0101,Philatelist,2633.05
2643.9900,"2444.90 
Philosophers, 
Historians and 
Political Scientists, 
Other",2633.99
3212.0601,"Photo Type Setting 
Machine Operator",7322.07
3431.0200,"3131.30 
Photographer, 
Aerial",3431.03
3431.0100,"3131.25 
Photographers, 
Other",3431.99
8132.0600,"7344.50 
Photographic Film 
and Papermaker",8132.09
7321.1400,"7343.40 
Physical Design 
Engineer",3118.03
3111.9900,"3111.90 
Physical Security 
Trainer",2320.01
3423.0200,"3475.15 
Physician, 
Ayurvedic",2230.01
2230.0300,"2223.20 
Physician, General",2211.01
2230.0200,"2223.10 
Physician, 
Osteopathic",2269.02
2269.0300,"2229.40 
Physician, Unani",2230.04
2269.0400,"2229.90 
Occupational 
Title 
NCO",2015
2111.0600,"2111.35 
Physicist, 
Electronics",2111.07
2111.0100,"2111.10 
Physicist, Heat",2111.03
2111.0400,"2111.25 
Physicist, 
Mechanics",2111.02
2111.0800,"2111.50 
Physicist, Sound",2111.05
2111.9900,"2111.90 
Physiologist, 
Medical",2212.19
2264.0100,"3226.10 
Physiotherapists 
and Related 
Associate 
Professionals, 
Other",2264.99
7312.1200,"7312.43 
Pick and Place 
Assembly 
Operator",8212.16
8111.0500,"7111.10 
Picker",8122.67
9211.0300,"9201.30 
Pickler (Can & 
Preservation)",7514.10
7511.0500,"7411.45 
Picture Frame 
Maker",7522.16
7125.0300,"7135.30 
Piecer",7318.43
8342.1100,"8332.30 
Pilot Ship/Bay 
Pilot/Harbour 
Pilot/Channel Pilot",3152.06
3153.0300,"3143.30 
Pilot, Glider",3153.05
8151.1600,"8261.83 
Pipe Fitter",7126.03
7126.0201,"7136.20 
Pipe Machineman, 
Stoneware",8112.10
2132.0900,"2211.80 
Occupational 
Title 
NCO",2015
7522.1500,"7422.50 
Pitting Machine 
Operator (Food 
Canning and 
Preserving)",8160.23
3112.0300,"3112.30 
Planer",7223.09
7122.0400,"7132.40 
Planer, Edge",7223.10
7523.0600,"7423.35 
Planner",7313.12
2141.0500,"2149.78 
Planning 
Supervisor",3122.65
2131.0600,"2211.40 
Plant Pathologist",2131.15
2131.1800,"2212.80 
Planter",6113.01
7212.0402,Plasterer,7123.01
8142.1600,"8232.80 
Plastic Moulding 
Shift In-Charge",3122.23
3122.2200,"Plastic Moulding 
Technician or 
Operator",8142.13
8142.9900,"8232.90 
Plate Worker, 
Confectionery",7512.07
7313.0102,"Platform 
Inspector, Railway",1324.16
8212.2002,Ploughman,9211.01
7233.1301,"Plumber (Welder) 
Assistant",7212.01
7212.0101,"Occupational 
Title 
NCO",2015
3322.5002,"Plumber, General",7126.01
7126.0103,"Plumber, General 
Assistant",7126.01
7126.0104,"Plumber, 
Maintenance and 
Servicing",7126.01
7126.0106,"Plumber, 
Operations",7126.01
7126.9900,"7136.90 
Plumbing 
Draftsman",3118.02
3123.0301,Plumbing Mason,7112.02
5223.0104,Plumbing Products,3322.50
2142.0301,"Plumbing 
Supervisor",3123.03
7126.0600,"7136.60 
Poet",2641.05
8312.0300,"8312.30 
Pointsmen, 
Signalmen and 
Shunters, 
Railways, Other",8312.99
5412.0100,"5162.10 
Police Inspectors 
and Detectives, 
Other",3355.99
5412.9900,"5162.90 
Police Prosecutor",2611.07
7313.1503,"Polished Diamond 
Grader & Assorter 
(Basic)",7313.15
7224.0801,"7224.55 
Occupational 
Title 
NCO",2015
8181.1000,"8131.37 
Polisher and 
Cleaner",7313.07
8114.0100,"8212.10 
Polishing 
Supervisor",3122.65
2633.0600,"2443.60 
Political Worker",1114.01
2143.0500,"2149.88 
Porter, Baggage 
(Hotel & 
Restaurant)",9621.05
1330.0300,"1226.80 
Post Tanning 
Machine Operator",8155.11
7314.0900,"7321.60 
Potting and Curing 
Operator",7412.09
6122.9900,"6122.90 
Poultry Scientist",2132.08
7514.0400,"7414.35 
Pounding Machine 
Operator 
(Footwear)",8156.01
7221.0300,"7221.30 
Power Plant 
Operator",3131.05
7223.2300,"8211.60 
Power Production 
Plant Operators, 
Other",3131.99
8342.0501,"8332.18 
Pre- and Post-
Calendering 
Operator",8141.01
8156.2501,Precipitator,8112.05
7311.9900,"7311.90 
Occupational 
Title 
NCO",2015
7322.1500,"7346.50 
Pre-Delivery 
Inspection In-
Charge",3322.40
3322.4002,"Pre-Press 
Technicians, 
Others",7321.99
2342.9900,"3320.90 
Preservation 
Assistant, Archives",4411.03
7514.1100,"7414.56 
President, 
Consumer 
Redressal Forum",2612.12
2612.1000,"2422.75 
Press Operator",8159.04
7211.0102,"Press Shop 
Operator",7211.01
